Script started on Wed May 31 19:43:21 2017
# çÈã åßÅEçrêÏé¸ï”ÅiâHç™ëqã¥Ç©ÇÁé°êÖã¥ÅjÇ…ÇƒãLò^
bash-3.2$ screen /dev/cu.usbserialcu.usbserial[K/dev/cu.usbserial            tty.G-Rays1-SPPslave
[?1h=[0m(B[1;24r[H[J[H[JKPK¶SI¢¬¬br±≈ÕÂÕ’πÂ¡…Õ±±—π…·±≈·ÕπŸ≈±Õ≈A’anXX,A*6A
$GPRMC,104431.800,A,3552.2486,N,13935.9023,E,4.34,182.42,310517,,,A*66
$GPRMC,104431.900,A,3552.2485,N,13935.9023,E,4.40,182.09,310517,,,A*68
$GPRMC,104432.000,A,3552.2484,N,13935.9023,E,4.27,176.40,310517,,,A*64
$GPRMC,104432.100,A,3552.2483,N,13935.9023,E,4.48,173.79,310517,,,A*64
$GPRMC,104432.200,A,3552.2481,N,13935.9023,E,4.68,171.25,310517,,,A*6C
$GPRMC,104432.300,A,3552.2480,N,13935.9024,E,4.85,168.79,310517,,,A*69
$GPRMC,104432.400,A,3552.2478,N,13935.9024,E,4.83,168.33,310517,,,A*61
$GPRMC,104432.500,A,3552.2477,N,13935.9024,E,4.92,167.42,310517,,,A*66
$GPRMC,104432.600,A,3552.2475,N,13935.9024,E,5.10,165.60,310517,,,A*6E
$GPRMC,104432.700,A,3552.2474,N,13935.9025,E,5.25,161.13,310517,,,A*69
$GPRMC,104432.800,A,3552.2472,N,13935.9026,E,5.37,159.62,310517,,,A*6D
$GPRMC,104432.900,A,3552.2471,N,13935.9026,E,5.44,156.88,310517,,,A*60
$GPRMC,104433.000,A,3552.2469,N,13935.9027,E,5.69,154.39,310517,,,A*67
$GPRMC,104433.100,A,3552.2468,N,13935.9028,E,5.80,152.26,310517,,,A*67
$GPRMC,104433.200,A,3552.2466,N,13935.9030,E,6.17,149.18,310517,,,A*69
$GPRMC,104433.300,A,3552.2465,N,13935.9031,E,6.35,146.77,310517,,,A*6C
$GPRMC,104433.400,A,3552.2464,N,13935.9032,E,6.53,145.92,310517,,,A*61
$GPRMC,104433.500,A,3552.2462,N,13935.9034,E,6.71,142.71,310517,,,A*6A
$GPRMC,104433.600,A,3552.2461,N,13935.9035,E,6.82,139.96,310517,,,A*62
$GPRMC,104433.700,A,3552.2459,N,13935.9037,E,7.08,138.37,310517,,,A*63
$GPRMC,104433.800,A,3552.2458,N,13935.9039,E,7.10,136.19,310517,,,A*68
$GPRMC,104433.900,A,3552.2457,N,13935.9041,E,7.48,134.25,310517,,,A*69
$GPRMC,104434.000,A,3552.2455,N,13935.9043,E,7.65,133.90,310517,,,A*61
$GPRMC,104434.100,A,3552.2453,N,13935.9045,E,7.84,133.84,310517,,,A*6A
$GPRMC,104434.200,A,3552.2452,N,13935.9047,E,8.07,133.80,310517,,,A*6A
$GPRMC,104434.300,A,3552.2450,N,13935.9049,E,8.13,133.57,310517,,,A*68
$GPRMC,104434.400,A,3552.2449,N,13935.9051,E,8.25,133.26,310517,,,A*6D
$GPRMC,104434.500,A,3552.2447,N,13935.9053,E,8.17,132.59,310517,,,A*68
$GPRMC,104434.600,A,3552.2446,N,13935.9055,E,8.24,132.47,310517,,,A*63
$GPRMC,104434.700,A,3552.2444,N,13935.9057,E,8.11,131.96,310517,,,A*6B
$GPRMC,104434.800,A,3552.2443,N,13935.9059,E,8.09,131.20,310517,,,A*69
$GPRMC,104434.900,A,3552.2442,N,13935.9061,E,8.10,130.26,310517,,,A*6D
$GPRMC,104435.000,A,3552.2440,N,13935.9063,E,8.04,129.72,310517,,,A*69
$GPRMC,104435.100,A,3552.2439,N,13935.9065,E,8.01,128.62,310517,,,A*65
$GPRMC,104435.200,A,3552.2438,N,13935.9068,E,8.01,127.57,310517,,,A*63
$GPRMC,104435.300,A,3552.2437,N,13935.9070,E,7.98,126.20,310517,,,A*6A
$GPRMC,104435.400,A,3552.2436,N,13935.9073,E,7.99,124.07,310517,,,A*69
$GPRMC,104435.500,A,3552.2435,N,13935.9075,E,7.98,122.17,310517,,,A*6B
$GPRMC,104435.600,A,3552.2434,N,13935.9078,E,7.99,120.27,310517,,,A*64
$GPRMC,104435.700,A,3552.2433,N,13935.9080,E,7.99,118.61,310517,,,A*6C
$GPRMC,104435.800,A,3552.2433,N,13935.9083,E,8.00,116.97,310517,,,A*68
$GPRMC,104435.900,A,3552.2432,N,13935.9086,E,8.02,115.06,310517,,,A*64
$GPRMC,104436.000,A,3552.2431,N,13935.9088,E,8.01,113.46,310517,,,A*62
$GPRMC,104436.100,A,3552.2430,N,13935.9091,E,8.03,112.11,310517,,,A*6B
$GPRMC,104436.200,A,3552.2429,N,13935.9094,E,8.06,111.01,310517,,,A*62
$GPRMC,104436.300,A,3552.2429,N,13935.9096,E,8.10,107.12,310517,,,A*63
$GPRMC,104436.400,A,3552.2429,N,13935.9099,E,8.07,106.42,310517,,,A*69
$GPRMC,104436.500,A,3552.2428,N,13935.9102,E,8.08,106.32,310517,,,A*62
$GPRMC,104436.600,A,3552.2427,N,13935.9104,E,8.08,104.84,310517,,,A*67
$GPRMC,104436.700,A,3552.2427,N,13935.9107,E,8.11,103.57,310517,,,A*64
$GPRMC,104436.800,A,3552.2426,N,13935.9110,E,8.14,102.42,310517,,,A*6C
$GPRMC,104436.900,A,3552.2426,N,13935.9113,E,8.20,101.17,310517,,,A*6A
$GPRMC,104437.000,A,3552.2425,N,13935.9116,E,8.30,100.16,310517,,,A*65
$GPRMC,104437.100,A,3552.2425,N,13935.9119,E,8.34,98.71,310517,,,A*5E
$GPRMC,104437.200,A,3552.2425,N,13935.9123,E,8.39,97.18,310517,,,A*59
$GPRMC,104437.300,A,3552.2425,N,13935.9126,E,8.34,94.61,310517,,,A*5D
$GPRMC,104437.400,A,3552.2426,N,13935.9129,E,8.25,91.86,310517,,,A*5A
$GPRMC,104437.500,A,3552.2426,N,13935.9132,E,8.20,88.83,310517,,,A*59
$GPRMC,104437.600,A,3552.2427,N,13935.9134,E,8.14,86.21,310517,,,A*5C
$GPRMC,104437.700,A,3552.2428,N,13935.9137,E,8.14,83.89,310517,,,A*56
$GPRMC,104437.800,A,3552.2428,N,13935.9140,E,7.99,81.85,310517,,,A*5D
$GPRMC,104437.900,A,3552.2429,N,13935.9143,E,7.92,79.86,310517,,,A*51
$GPRMC,104438.000,A,3552.2430,N,13935.9145,E,7.75,77.86,310517,,,A*5E
$GPRMC,104438.100,A,3552.2431,N,13935.9147,E,7.58,75.58,310517,,,A*52
$GPRMC,104438.200,A,3552.2431,N,13935.9150,E,7.42,74.20,310517,,,A*52
$GPRMC,104438.300,A,3552.2432,N,13935.9152,E,7.33,72.52,310517,,,A*57
$GPRMC,104438.400,A,3552.2433,N,13935.9154,E,7.19,69.21,310517,,,A*51
$GPRMC,104438.500,A,3552.2435,N,13935.9156,E,7.20,66.77,310517,,,A*52
$GPRMC,104438.600,A,3552.2436,N,13935.9159,E,7.26,64.71,310517,,,A*5F
$GPRMC,104438.700,A,3552.2438,N,13935.9161,E,7.20,61.36,310517,,,A*5B
$GPRMC,104438.800,A,3552.2440,N,13935.9163,E,7.34,57.06,310517,,,A*5A
$GPRMC,104438.900,A,3552.2442,N,13935.9165,E,7.20,53.99,310517,,,A*58
$GPRMC,104439.000,A,3552.2443,N,13935.9167,E,7.23,52.06,310517,,,A*57
$GPRMC,104439.100,A,3552.2445,N,13935.9169,E,7.26,48.99,310517,,,A*56
$GPRMC,104439.200,A,3552.2447,N,13935.9171,E,7.24,45.55,310517,,,A*51
$GPRMC,104439.300,A,3552.2449,N,13935.9173,E,7.33,43.87,310517,,,A*53
$GPRMC,104439.400,A,3552.2451,N,13935.9174,E,7.47,41.79,310517,,,A*5A
$GPRMC,104439.500,A,3552.2452,N,13935.9176,E,7.51,40.51,310517,,,A*56
$GPRMC,104439.600,A,3552.2454,N,13935.9178,E,7.58,39.33,310517,,,A*5E
$GPRMC,104439.700,A,3552.2457,N,13935.9180,E,7.73,37.75,310517,,,A*5E
$GPRMC,104439.800,A,3552.2459,N,13935.9182,E,7.84,36.37,310517,,,A*52
$GPRMC,104439.900,A,3552.2461,N,13935.9183,E,7.98,34.85,310517,,,A*5F
$GPRMC,104440.000,A,3552.2463,N,13935.9185,E,8.07,33.76,310517,,,A*5E
$GPRMC,104440.100,A,3552.2465,N,13935.9186,E,8.17,32.69,310517,,,A*54
$GPRMC,104440.200,A,3552.2467,N,13935.9188,E,8.30,32.02,310517,,,A*53
$GPRMC,104440.300,A,3552.2470,N,13935.9190,E,8.44,31.45,310517,,,A*5E
$GPRMC,104440.400,A,3552.2472,N,13935.9191,E,8.57,30.81,310517,,,A*51
$GPRMC,104440.500,A,3552.2474,N,13935.9193,E,8.73,30.28,310517,,,A*51
$GPRMC,104440.600,A,3552.2477,N,13935.9195,E,8.93,29.62,310517,,,A*5F
$GPRMC,104440.700,A,3552.2479,N,13935.9196,E,9.08,29.76,310517,,,A*55
$GPRMC,104440.800,A,3552.2481,N,13935.9198,E,9.23,29.80,310517,,,A*53
$GPRMC,104440.900,A,3552.2483,N,13935.9200,E,9.35,29.81,310517,,,A*54
$GPRMC,104441.000,A,3552.2486,N,13935.9202,E,9.52,29.88,310517,,,A*53
$GPRMC,104441.100,A,3552.2488,N,13935.9204,E,9.66,29.98,310517,,,A*5C
$GPRMC,104441.200,A,3552.2490,N,13935.9205,E,9.78,30.09,310517,,,A*58
$GPRMC,104441.300,A,3552.2493,N,13935.9207,E,9.95,29.97,310517,,,A*54
$GPRMC,104441.400,A,3552.2495,N,13935.9209,E,10.05,29.98,310517,,,A*65
$GPRMC,104441.500,A,3552.2498,N,13935.9211,E,10.32,29.66,310517,,,A*65
